,movieId,title,genres,tmdbId,num_ratings,avg_rating
895,2121,Cujo ,"Horror,Thriller",10489.0,1915,2.751958224543081
896,7374,Home on the Range ,"Animation,Children,Comedy,Musical,Western",13700.0,283,2.7526501766784452
897,2888,Drive Me Crazy ,"Comedy,Romance",14429.0,1086,2.7536832412523022
898,3484,"Skulls, The ",Thriller,11478.0,2224,2.754046762589928
899,3981,Red Planet ,"Action,Sci-Fi,Thriller",8870.0,3458,2.7541931752458066
900,45666,Nacho Libre ,Comedy,9353.0,1173,2.7549019607843137
901,69278,Land of the Lost ,"Action,Adventure,Comedy,Sci-Fi",18162.0,380,2.7552631578947366
902,2876,Thumbelina ,"Animation,Children,Fantasy",28032.0,434,2.756912442396313
903,46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) ","Action,Crime,Drama,Thriller",9615.0,1230,2.7573170731707317
904,5102,Rookie of the Year ,"Comedy,Fantasy",21845.0,809,2.757725587144623
905,4367,Lara Croft: Tomb Raider ,"Action,Adventure",1995.0,7131,2.758028327022858
906,3837,Phantasm II ,"Action,Fantasy,Horror,Sci-Fi,Thriller",15158.0,402,2.7587064676616917
907,1550,Trial and Error ,"Comedy,Romance",17770.0,686,2.758746355685131
908,4153,Down to Earth ,"Comedy,Fantasy,Romance",16300.0,797,2.7590966122961103
910,2606,Idle Hands ,"Comedy,Horror",6552.0,1880,2.7593085106382977
911,813,Larger Than Life ,Comedy,34170.0,453,2.760485651214128
912,3257,"Bodyguard, The ","Drama,Romance,Thriller",619.0,6161,2.761077747118974
913,42013,"Ringer, The ",Comedy,9927.0,338,2.7618343195266273
914,4068,Sugar & Spice ,Comedy,16723.0,726,2.762396694214876
915,2362,Glen or Glenda ,Drama,24018.0,379,2.762532981530343
916,558,"Pagemaster, The ","Action,Adventure,Animation,Children,Fantasy",15139.0,1428,2.7626050420168067
917,1665,Bean ,Comedy,1281.0,3208,2.762780548628429
918,74532,Cop Out ,"Action,Comedy,Crime",23742.0,329,2.762917933130699
919,4625,Millennium ,"Drama,Sci-Fi,Thriller",4296.0,342,2.763157894736842
920,499,Mr. Wonderful ,"Comedy,Romance",31911.0,404,2.7636138613861387
921,6060,"Guru, The ","Comedy,Romance",9027.0,509,2.764243614931238
922,64231,Punisher: War Zone ,"Action,Crime,Drama,Thriller",13056.0,263,2.76425855513308
923,5382,Every Which Way But Loose ,Comedy,15417.0,592,2.764358108108108
924,6425,"6th Man, The (Sixth Man, The) ",Comedy,36807.0,361,2.7645429362880884
925,1153,Raw Deal ,Film-Noir,26167.0,446,2.7645739910313902
927,3454,Whatever It Takes ,"Comedy,Romance",16222.0,359,2.764623955431755
928,3841,Air America ,"Action,Comedy",11856.0,1659,2.7649186256781193
929,618,Two Much ,"Comedy,Romance",46029.0,360,2.765277777777778
930,4619,Little Monsters ,Comedy,15138.0,360,2.765277777777778
931,58975,"Ruins, The ","Horror,Thriller",11152.0,324,2.765432098765432
932,3898,Bait ,"Action,Comedy",14805.0,445,2.7662921348314606
934,4893,When a Stranger Calls ,"Horror,Thriller",45964.0,476,2.7668067226890756
936,842,Tales from the Crypt Presents: Bordello of Blood ,"Comedy,Horror",9431.0,2014,2.7668818272095335
937,3660,Puppet Master ,"Horror,Sci-Fi,Thriller",26953.0,650,2.766923076923077
938,2894,Romance ,"Drama,Romance",171982.0,496,2.7671370967741935
939,4012,Punchline ,"Comedy,Drama",40820.0,552,2.767210144927536
940,43930,Just My Luck ,"Comedy,Romance",10025.0,332,2.7680722891566263
941,1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) ,Comedy,11419.0,2483,2.7684252919855012
942,489,Made in America ,Comedy,12121.0,3032,2.7686345646437993
943,7222,Reefer Madness (a.k.a. Tell Your Children) ,"Comedy,Drama",37833.0,277,2.7689530685920576
944,4089,Born in East L.A. ,Comedy,19324.0,511,2.7690802348336594
945,2531,Battle for the Planet of the Apes ,"Action,Sci-Fi",1705.0,2044,2.7690802348336594
946,3785,Scary Movie ,"Comedy,Horror",4247.0,8706,2.7693544681828626
947,2589,Friends & Lovers ,"Comedy,Drama,Romance",114719.0,352,2.7698863636363638
948,6039,"Woman in Red, The ","Comedy,Romance",5968.0,419,2.7708830548926016
949,4597,Gleaming the Cube ,"Action,Drama,Mystery",1380.0,310,2.770967741935484
950,45106,American Dreamz ,"Comedy,Drama",9310.0,447,2.771812080536913
951,119,"Steal Big, Steal Little ",Comedy,78406.0,264,2.772727272727273
952,5803,I Spy ,"Action,Adventure,Comedy,Crime",8427.0,1046,2.772944550669216
953,132,Jade ,Thriller,11863.0,2123,2.773198304286387
954,73000,Nine ,"Drama,Musical,Romance",10197.0,258,2.7732558139534884
955,3436,Dying Young ,"Drama,Romance",9079.0,772,2.773316062176166
956,85022,Hall Pass ,Comedy,48988.0,353,2.773371104815864
957,2656,Tarantula ,"Horror,Sci-Fi",9077.0,362,2.773480662983425
958,1603,Mimic ,"Horror,Sci-Fi,Thriller",4961.0,3072,2.7740885416666665
959,2402,Rambo: First Blood Part II ,"Action,Adventure,Thriller",1369.0,4846,2.7747626908790757
960,6959,Timeline ,"Action,Adventure,Sci-Fi",9562.0,890,2.7752808988764044
961,2328,Vampires ,"Horror,Western",9945.0,1611,2.7752948479205464
963,4487,Cocktail ,"Drama,Romance",7520.0,2241,2.775546630968318
964,6549,How to Deal ,"Comedy,Drama,Romance",17403.0,250,2.776
965,1091,Weekend at Bernie's ,Comedy,8491.0,5148,2.776126651126651
966,72378,2012 ,"Action,Drama,Sci-Fi,Thriller",14161.0,2407,2.7783547985043624
967,51575,Wild Hogs ,"Adventure,Comedy",11199.0,808,2.7784653465346536
968,485,Last Action Hero ,"Action,Adventure,Comedy,Fantasy",9593.0,13577,2.7787434632098402
969,93766,Wrath of the Titans ,"Action,Adventure,Fantasy,IMAX",57165.0,278,2.778776978417266
970,87529,Your Highness ,"Action,Adventure,Comedy,Fantasy",38319.0,330,2.778787878787879
971,5080,Slackers ,Comedy,20009.0,476,2.7794117647058822
972,4991,Joe Somebody ,"Comedy,Drama,Romance",12312.0,388,2.779639175257732
973,4885,Domestic Disturbance ,Thriller,11456.0,490,2.7806122448979593
974,1881,Quest for Camelot ,"Adventure,Animation,Children,Fantasy,Musical",18937.0,603,2.781094527363184
975,6012,"Guy Thing, A ","Comedy,Romance",9582.0,418,2.7822966507177034
976,53993,Evan Almighty ,"Comedy,Fantasy",2698.0,1434,2.782426778242678
977,4240,Just Visiting ,"Comedy,Fantasy",56715.0,391,2.782608695652174
978,6196,Cradle 2 the Grave ,"Action,Crime,Drama,Thriller",10623.0,521,2.783109404990403
979,1991,Child's Play ,"Horror,Thriller",10585.0,2286,2.7832458442694663
980,179,Mad Love ,"Drama,Romance",47608.0,1280,2.78359375
982,58655,Drillbit Taylor ,Comedy,8457.0,312,2.7836538461538463
983,2882,Jakob the Liar ,Drama,2290.0,952,2.784138655462185
984,2856,I Saw What You Did ,Thriller,28295.0,480,2.784375
985,157,Canadian Bacon ,"Comedy,War",1775.0,2596,2.7846687211093992
986,1581,Out to Sea ,Comedy,18080.0,610,2.7852459016393443
987,697,Feeling Minnesota ,"Drama,Romance",12656.0,1142,2.785464098073555
988,5530,Simone (S1m0ne) ,"Comedy,Drama,Fantasy,Sci-Fi",9296.0,1301,2.7855495772482706
989,4063,Prelude to a Kiss ,"Comedy,Drama,Romance",2613.0,642,2.7858255451713396
990,2411,Rocky IV ,"Action,Drama",1374.0,4873,2.7859634721937203
991,6424,Oscar ,"Comedy,Crime,Mystery,Romance",11890.0,380,2.786842105263158
992,2699,Arachnophobia ,"Comedy,Horror",6488.0,13866,2.7871051492860235
993,528,"Scout, The ","Comedy,Drama",35233.0,913,2.787513691128149
994,47952,"Covenant, The ","Action,Horror,Thriller",9954.0,325,2.787692307692308
995,166,"Doom Generation, The ","Comedy,Crime,Drama",13552.0,650,2.787692307692308
996,2898,"Dark Half, The ","Horror,Mystery",10349.0,674,2.787833827893175
997,2269,Indecent Proposal ,"Drama,Romance",4478.0,3071,2.788179746011071
998,6763,Duplex ,"Comedy,Crime",7288.0,707,2.7885431400282887
999,1791,Twilight ,"Crime,Drama,Thriller",26269.0,2653,2.7891066716924238
1001,32019,Be Cool ,"Comedy,Crime,Musical",4551.0,981,2.7900101936799184
1002,2829,"Muse, The ",Comedy,37718.0,1564,2.790281329923274
1003,3773,House Party ,Comedy,16094.0,674,2.7908011869436202
1004,79134,Grown Ups ,Comedy,38365.0,537,2.7914338919925514
1005,1440,Amos & Andrew ,Comedy,31000.0,727,2.7916093535075652
1006,2126,Snake Eyes ,"Action,Crime,Mystery,Thriller",8688.0,4621,2.792360960830989
1007,2492,20 Dates ,"Comedy,Romance",111794.0,802,2.7923940149625937
1008,7036,Teen Wolf ,"Comedy,Fantasy",11824.0,1091,2.7937671860678277
1009,6308,Legal Eagles ,"Comedy,Crime,Romance",9930.0,468,2.7948717948717947
1010,3830,Psycho Beach Party ,"Comedy,Horror,Thriller",27723.0,327,2.7951070336391437
1011,52283,"Reaping, The ","Horror,Thriller",1683.0,308,2.7954545454545454
1012,3693,"Toxic Avenger, The ","Comedy,Horror",15239.0,1136,2.795774647887324
1013,4675,Three Fugitives ,"Action,Comedy",31608.0,454,2.7962555066079293
1014,7454,Van Helsing ,"Action,Adventure,Fantasy,Horror",7131.0,3712,2.7964709051724137
1015,6319,"My Father the Hero (Mon père, ce héros.) ","Comedy,Drama",20978.0,281,2.797153024911032
1016,4614,Kickboxer ,Action,10222.0,617,2.7974068071312805
1017,295,"Pyromaniac's Love Story, A ","Comedy,Romance",2307.0,469,2.7974413646055436
1018,5334,Cadillac Man ,"Comedy,Crime",10164.0,465,2.7978494623655914
1019,3584,Breathless ,"Action,Drama,Romance,Thriller",1058.0,517,2.797872340425532
1021,413,Airheads ,Comedy,13595.0,6105,2.7982800982800984
1022,4697,Basket Case ,"Comedy,Horror",27813.0,305,2.7983606557377048
1023,5507,xXx ,"Action,Crime,Thriller",7451.0,4542,2.7984368119771026
1024,4149,Saving Silverman (Evil Woman) ,"Comedy,Romance",10878.0,2008,2.7985557768924303
1025,498,Mr. Jones ,"Drama,Romance",2625.0,380,2.7986842105263157
1027,463,Guilty as Sin ,"Crime,Drama,Thriller",4916.0,410,2.8
1028,4682,Warlock ,"Action,Horror",11342.0,672,2.800595238095238
1030,94018,Battleship ,"Action,Sci-Fi,Thriller,IMAX",44833.0,423,2.801418439716312
1031,3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) ,Comedy,11332.0,277,2.8014440433212995
1032,2188,54 ,Drama,3682.0,2181,2.8023842274186155
1033,3438,Teenage Mutant Ninja Turtles ,"Action,Children,Comedy,Fantasy,Sci-Fi",1498.0,5123,2.8029474917040798
1035,6212,Bringing Down the House ,Comedy,10678.0,1079,2.803521779425394
1036,72129,Saw VI ,"Crime,Horror,Mystery,Thriller",22804.0,425,2.803529411764706
1037,70305,Race to Witch Mountain ,"Adventure,Children,Fantasy,Sci-Fi,Thriller",13836.0,260,2.8038461538461537
1038,7017,Passenger 57 ,"Action,Thriller",10538.0,826,2.8044794188861983
1039,4466,Above the Law ,"Action,Crime,Drama",9395.0,624,2.8044871794871793
1040,2095,"Shaggy D.A., The ","Children,Comedy",15943.0,786,2.80470737913486
1041,71668,Couples Retreat ,"Comedy,Romance",19899.0,421,2.8052256532066506
1042,725,"Great White Hype, The ",Comedy,20759.0,1563,2.8055022392834292
1043,32302,"League of Ordinary Gentlemen, A ",Documentary,77120.0,283,2.8056537102473498
1044,4558,Twins ,Comedy,9493.0,2984,2.805797587131367
1045,4531,Red Heat ,Action,9604.0,880,2.80625
1047,327,Tank Girl ,"Action,Comedy,Sci-Fi",9067.0,7159,2.8063276993993576
1048,5460,"Powerpuff Girls, The ","Action,Animation,Children,Comedy",59387.0,553,2.806509945750452
1049,8947,"Grudge, The ","Horror,Mystery,Thriller",1970.0,1827,2.8067870826491514
1050,6550,Johnny English ,"Action,Comedy,Thriller",9486.0,1869,2.8071161048689137
1051,3553,Gossip ,"Drama,Thriller",18041.0,607,2.8072487644151565
1052,3977,Charlie's Angels ,"Action,Comedy",4327.0,15977,2.8072854728672465
1053,1920,Small Soldiers ,"Animation,Children,Fantasy,War",11551.0,3731,2.8075582953631733
1054,4812,SpaceCamp ,"Adventure,Sci-Fi",13766.0,761,2.8081471747700393
1055,330,Tales from the Hood ,"Action,Crime,Horror",25066.0,1536,2.8082682291666665
1056,2532,Conquest of the Planet of the Apes ,"Action,Sci-Fi",1688.0,2018,2.808473736372646
1057,7004,Kindergarten Cop ,"Action,Comedy,Crime,Thriller",951.0,3383,2.808897428318061
1058,4834,Cheech & Chong's Next Movie ,Comedy,13612.0,474,2.809071729957806
1059,3909,Woman on Top ,"Comedy,Romance",14629.0,643,2.8094867807153965
1060,6523,Mr. Baseball ,"Comedy,Romance",18722.0,336,2.8095238095238093
1061,5363,"New Guy, The ",Comedy,10985.0,730,2.8102739726027397
1062,3177,Next Friday ,Comedy,10471.0,1236,2.8106796116504853
1063,6734,Memoirs of an Invisible Man ,"Comedy,Romance,Sci-Fi,Thriller",2687.0,457,2.8107221006564553
1064,4770,"Glass House, The ",Thriller,2176.0,860,2.811046511627907
1066,484,Lassie ,"Adventure,Children",29918.0,765,2.811111111111111
1068,45726,"You, Me and Dupree ",Comedy,1819.0,1017,2.8117010816125863
1069,3946,Get Carter ,"Action,Drama,Thriller",10461.0,1790,2.8122905027932963
1071,1330,April Fool's Day ,Horror,24913.0,922,2.8123644251626896
1073,7150,Stuck on You ,Comedy,1792.0,1051,2.81255946717412
1074,3999,Vertical Limit ,"Action,Adventure",11678.0,3147,2.813632030505243
1075,7000,Hudson Hawk ,"Action,Adventure,Comedy",9292.0,1083,2.813942751615882
1076,4069,"Wedding Planner, The ","Comedy,Romance",2018.0,3883,2.814190059232552
1077,27822,Open Water ,"Drama,Thriller",83.0,825,2.815151515151515
1078,1438,Dante's Peak ,"Action,Thriller",9619.0,5933,2.8168717343670995
1079,5980,Black Christmas ,"Horror,Mystery,Thriller",16938.0,407,2.8169533169533167
1081,55245,Good Luck Chuck ,"Comedy,Romance",10030.0,560,2.8169642857142856
1082,3834,Bronco Billy ,"Adventure,Drama,Romance",21866.0,520,2.8173076923076925
1083,70336,G.I. Joe: The Rise of Cobra ,"Action,Adventure,Sci-Fi,Thriller",14869.0,982,2.8182281059063135
1084,4610,"January Man, The ","Comedy,Crime,Mystery,Thriller",32059.0,251,2.818725099601594
1085,1779,Sphere ,"Sci-Fi,Thriller",10153.0,5972,2.81890488948426
1086,547,Surviving the Game ,"Action,Adventure,Thriller",17585.0,807,2.81908302354399
1087,386,S.F.W. ,Drama,29444.0,357,2.819327731092437
1088,415,Another Stakeout ,"Comedy,Thriller",9409.0,3217,2.8197078023002797
1089,2445,At First Sight ,Drama,15556.0,760,2.819736842105263
1090,78266,Splice ,"Horror,Sci-Fi,Thriller",37707.0,533,2.819887429643527
1091,2428,"Faculty, The ","Horror,Sci-Fi",9276.0,5672,2.819992947813822
1092,6517,"Babe, The ",Drama,61225.0,370,2.8202702702702704
1093,26629,Killer Klowns from Outer Space ,"Comedy,Horror,Sci-Fi",16296.0,262,2.8206106870229006
1094,6294,Bulletproof Monk ,"Action,Adventure,Sci-Fi",11817.0,1554,2.8207850707850706
1095,4310,Pearl Harbor ,"Action,Drama,Romance,War",676.0,8198,2.820809953647231
1096,5433,Silver Bullet (Stephen King's Silver Bullet) ,"Adventure,Drama,Horror,Mystery,Thriller",17898.0,417,2.821342925659472
1097,3544,Shakes the Clown ,Comedy,26291.0,441,2.8219954648526078
1098,34321,Bad News Bears ,"Children,Comedy",13341.0,430,2.822093023255814
1099,2387,Very Bad Things ,"Comedy,Crime",10029.0,2220,2.8222972972972973
1100,4683,"Wizard, The ","Adventure,Children,Comedy,Drama",183.0,375,2.8226666666666667
1101,2400,Prancer ,"Children,Drama,Fantasy",24951.0,362,2.8232044198895028
1102,761,"Phantom, The ","Action,Adventure",9826.0,3720,2.823252688172043
1104,798,Daylight ,"Action,Adventure,Drama,Thriller",11228.0,3061,2.823423717739301
1106,4714,Any Which Way You Can ,Comedy,17169.0,561,2.823529411764706
1107,9004,D.A.R.Y.L. ,"Adventure,Children,Sci-Fi",16248.0,369,2.823848238482385
1108,879,"Relic, The ","Horror,Thriller",11015.0,2200,2.8238636363636362
1109,1894,Six Days Seven Nights ,"Adventure,Comedy,Romance",6068.0,4913,2.8245471198860166
1110,80551,Eat Pray Love ,"Drama,Romance",38167.0,400,2.825
1111,6220,Willard ,"Drama,Horror,Thriller",10929.0,501,2.8263473053892216
1113,4593,Family Business ,Comedy,10551.0,277,2.8267148014440435
1114,5151,40 Days and 40 Nights ,"Comedy,Romance",2752.0,2600,2.8275
1115,5040,Conan the Destroyer ,"Action,Adventure,Fantasy",9610.0,1791,2.8283082077051924
1116,2034,"Black Hole, The ","Children,Sci-Fi",9570.0,2182,2.8285976168652613
1117,704,"Quest, The ","Action,Adventure",9103.0,1785,2.8288515406162467
1119,1667,Mad City ,"Action,Drama",9770.0,1058,2.828922495274102
1120,74154,When in Rome ,"Comedy,Romance",13477.0,269,2.828996282527881
1122,2098,Son of Flubber ,"Children,Comedy",19762.0,468,2.8290598290598292
1123,4221,Necessary Roughness ,Comedy,20704.0,548,2.829379562043796
1124,64,Two if by Sea ,"Comedy,Romance",19760.0,2086,2.829817833173538
1125,6280,"Man Apart, A ","Action,Crime,Drama,Thriller",8409.0,479,2.8298538622129437
1126,4636,"Punisher, The ",Action,8867.0,2069,2.829869502174964
1128,55577,Saw IV ,"Crime,Horror,Thriller",663.0,987,2.830293819655522
1129,577,Andre ,"Adventure,Children,Drama",21352.0,616,2.830357142857143
1130,3843,Sleepaway Camp ,Horror,13567.0,283,2.8303886925795054
1131,1668,One Night Stand ,Drama,12616.0,290,2.831034482758621
1132,1806,Paulie ,"Adventure,Children,Comedy",36568.0,1018,2.831041257367387
1133,4290,For the Boys ,"Comedy,Drama,Musical",25221.0,356,2.831460674157303
1134,1021,Angels in the Outfield ,"Children,Comedy",24795.0,3509,2.8320034197777146
1136,1600,She's So Lovely ,"Drama,Romance",38295.0,671,2.8323397913561847
1137,33585,9 Songs ,"Drama,Romance",27.0,278,2.83273381294964
1138,85131,Battle: Los Angeles ,"Action,Sci-Fi,War",44943.0,665,2.833082706766917
1139,3697,Predator 2 ,"Action,Sci-Fi,Thriller",169.0,5385,2.834076137418756
1140,5303,Joe Versus the Volcano ,"Comedy,Romance",2565.0,1826,2.8343373493975905
1141,1128,"Fog, The ",Horror,790.0,2049,2.834553440702782
1143,4727,Captain Corelli's Mandolin ,"Drama,Romance,War",1722.0,1025,2.8346341463414633
1144,1373,Star Trek V: The Final Frontier ,"Action,Sci-Fi",172.0,7427,2.8346573313585566
1145,209,White Man's Burden ,Drama,31611.0,745,2.835570469798658
1146,200,"Tie That Binds, The ",Thriller,79593.0,339,2.836283185840708
1147,2327,Tales from the Darkside: The Movie ,"Fantasy,Horror,Thriller",20701.0,660,2.8363636363636364
1148,336,"Walking Dead, The ","Drama,War",95963.0,314,2.837579617834395
1150,4232,Spy Kids ,"Action,Adventure,Children,Comedy",10054.0,3682,2.8379956545355784
1151,637,Sgt. Bilko ,Comedy,9099.0,5791,2.8384562251769987
1152,2322,Soldier ,"Action,Sci-Fi,War",9425.0,2181,2.838835396607061
1153,52694,Mr. Bean's Holiday ,Comedy,1268.0,559,2.8389982110912344
1154,2805,Mickey Blue Eyes ,"Comedy,Romance",10154.0,4582,2.8394805761676123
1155,4989,How High ,Comedy,8386.0,566,2.840106007067138
1156,4792,13 Ghosts ,Horror,29756.0,765,2.8405228758169936
1157,1100,Days of Thunder ,"Action,Drama,Romance",2119.0,5342,2.8409771621115687
1158,3901,Duets ,"Comedy,Drama",18074.0,753,2.8439575033200533
1159,5308,Three Men and a Baby ,Comedy,12154.0,3129,2.8443592201981462
1160,2266,"Butcher's Wife, The ","Comedy,Romance",20096.0,1265,2.8450592885375494
1161,52456,Perfect Stranger ,"Crime,Drama,Mystery,Thriller",7183.0,288,2.845486111111111
1162,4267,One Night at McCool's ,Comedy,2144.0,999,2.8463463463463463
1163,1816,Two Girls and a Guy ,"Comedy,Drama",32456.0,713,2.846423562412342
1164,779,'Til There Was You ,"Drama,Romance",32872.0,520,2.8471153846153845
1165,53464,Fantastic Four: Rise of the Silver Surfer ,"Action,Adventure,Sci-Fi",1979.0,1987,2.847257171615501
1166,110127,Noah ,"Adventure,Drama,IMAX",86834.0,351,2.8475783475783474
1167,7258,"Perfect Score, The ","Comedy,Crime",13505.0,372,2.8481182795698925
1168,881,First Kid ,"Children,Comedy",12559.0,1107,2.848238482384824
1169,4343,Evolution ,"Comedy,Sci-Fi",9397.0,4666,2.8484783540505787
1170,2190,Why Do Fools Fall In Love? ,Drama,46702.0,306,2.849673202614379
1171,196,Species ,"Horror,Sci-Fi",9348.0,13628,2.8502714998532435
1172,4639,America's Sweethearts ,"Comedy,Romance",11467.0,3841,2.8513407966675346
1173,4355,Youngblood ,"Action,Drama",17465.0,424,2.8514150943396226
1174,208,Waterworld ,"Action,Adventure,Sci-Fi",9804.0,27775,2.8520972097209722
1175,3758,Communion ,"Drama,Sci-Fi,Thriller",28774.0,410,2.852439024390244
1176,61250,"House Bunny, The ",Comedy,12620.0,452,2.85287610619469
1177,4721,American Outlaws ,"Action,Comedy,Western",13496.0,435,2.854022988505747
1178,92,Mary Reilly ,"Drama,Horror,Thriller",9095.0,2303,2.8541033434650456
1179,54,"Big Green, The ","Children,Comedy",26441.0,956,2.8546025104602513
1180,6290,House of 1000 Corpses ,Horror,2662.0,870,2.8551724137931034
1181,50802,Because I Said So ,"Comedy,Drama,Romance",1257.0,404,2.85519801980198
1182,67695,Observe and Report ,"Action,Comedy",16991.0,423,2.855791962174941
1183,1974,Friday the 13th ,"Horror,Mystery,Thriller",4488.0,4081,2.8572653761333004
1185,2724,Runaway Bride ,"Comedy,Romance",4806.0,8159,2.8577031498958205
1186,38,It Takes Two ,"Children,Comedy",33689.0,552,2.857789855072464
1187,42007,Rumor Has It... ,"Comedy,Drama,Romance",2800.0,651,2.8579109062980033
1188,7104,1941 ,"Comedy,War",11519.0,681,2.8582966226138034
1189,4800,King Solomon's Mines ,"Action,Adventure,Drama,Romance,Thriller",43860.0,559,2.8586762075134167
1193,4915,"Beastmaster, The ","Action,Adventure,Fantasy",16441.0,889,2.858830146231721
1194,4316,Ice Castles ,Drama,50541.0,280,2.8589285714285713
1196,2497,Message in a Bottle ,Romance,10207.0,1852,2.8598812095032398
1197,1523,"Truth or Consequences, N.M. ","Action,Crime,Romance",31017.0,351,2.8603988603988606
1198,2082,"Mighty Ducks, The ","Children,Comedy",10414.0,4525,2.860441988950276
1199,4,Waiting to Exhale ,"Comedy,Drama,Romance",31357.0,2756,2.8613933236574747
1200,26819,Fortress ,"Action,Sci-Fi",12088.0,285,2.8614035087719296
1202,7255,Win a Date with Tad Hamilton! ,"Comedy,Romance",13476.0,686,2.861516034985423
1203,4371,Baby Boy ,"Crime,Drama",16161.0,322,2.861801242236025
1204,4369,"Fast and the Furious, The ","Action,Crime,Thriller",9799.0,6869,2.862498180230019
1206,87430,Green Lantern ,"Action,Adventure,Sci-Fi",44912.0,830,2.8626506024096385
1207,3423,School Daze ,Drama,36739.0,343,2.8629737609329444
1208,31445,Employee of the Month ,"Comedy,Drama",11413.0,707,2.8635077793493635
1210,4141,Head Over Heels ,"Comedy,Romance",24940.0,524,2.8635496183206106
1212,542,Son in Law ,"Comedy,Drama,Romance",13203.0,3491,2.8643655113148094
1213,3696,Night of the Creeps ,"Comedy,Horror,Sci-Fi,Thriller",15762.0,403,2.864764267990074
1214,2735,"Golden Child, The ","Action,Adventure,Comedy,Fantasy,Mystery",10136.0,3871,2.8651511237406355
1215,8814,Without a Paddle ,Comedy,10762.0,681,2.8656387665198237
1216,3590,"Lords of Flatbush, The ","Comedy,Drama",38925.0,283,2.8657243816254416
1217,5449,Mr. Deeds ,"Comedy,Romance",2022.0,3184,2.865891959798995
1218,1713,Mouse Hunt ,"Children,Comedy",6283.0,2267,2.8661226290251434
1219,6315,Wildcats ,Comedy,29355.0,367,2.8664850136239783
1220,61350,Babylon A.D. ,"Action,Adventure,Sci-Fi,Thriller",9381.0,690,2.8666666666666667
1221,1341,Burnt Offerings ,Horror,13549.0,383,2.866840731070496
1222,65585,Bride Wars ,"Comedy,Romance",10521.0,528,2.867424242424242
1223,782,"Fan, The ","Drama,Thriller",9566.0,2913,2.8674905595605904
1225,4719,Osmosis Jones ,"Action,Animation,Comedy,Crime,Drama,Romance,Thriller",12610.0,1075,2.8683720930232557
1226,6186,Gods and Generals ,"Action,Drama,War",16072.0,327,2.8685015290519877
1227,75805,"Bounty Hunter, The ","Action,Comedy,Romance",27573.0,423,2.868794326241135
1228,58156,Semi-Pro ,Comedy,13260.0,597,2.869346733668342
1229,5012,Yentl ,"Drama,Musical,Romance",10269.0,541,2.8696857670979665
1230,8831,Suspect Zero ,"Crime,Thriller",8080.0,327,2.8700305810397553
1231,1432,Metro ,"Action,Comedy,Crime,Drama,Thriller",8860.0,1308,2.8704128440366974
1232,1601,Hoodlum ,"Crime,Drama,Film-Noir",22073.0,637,2.870486656200942
1233,4003,She's Having a Baby ,Comedy,12714.0,824,2.870752427184466
1234,2372,Fletch Lives ,Comedy,14628.0,1861,2.870768404083826
1235,4677,Turner & Hooch ,"Comedy,Crime",6951.0,2461,2.8715969118244615
1236,4699,Original Sin ,"Drama,Romance,Thriller",2057.0,779,2.8716302952503208
1237,122,Boomerang ,"Comedy,Romance",11066.0,3913,2.871709685663174
1239,44004,Failure to Launch ,"Comedy,Romance",6877.0,988,2.8719635627530367
1240,2961,"Story of Us, The ","Comedy,Drama",12220.0,1852,2.8720302375809936
1241,4275,Krull ,"Action,Adventure,Fantasy,Sci-Fi",849.0,1220,2.872950819672131
1242,809,Fled ,"Action,Adventure",18550.0,1387,2.873467916366258
1243,2375,"Money Pit, The ",Comedy,10466.0,3768,2.8739384288747347
1244,5111,"Good Son, The ","Drama,Thriller",9272.0,749,2.875166889185581
1245,5284,Crush ,"Comedy,Romance",18435.0,281,2.8754448398576513
1247,274,Man of the House ,Comedy,40490.0,1370,2.8755474452554743
1249,703,Boys ,Drama,43634.0,358,2.875698324022346
1251,31427,Hide and Seek ,"Horror,Mystery,Thriller",11096.0,930,2.8774193548387097
1252,5588,"Hills Have Eyes, The ",Horror,12262.0,1220,2.8778688524590166
1254,3509,Black and White ,Drama,38809.0,410,2.8780487804878048
1255,788,"Nutty Professor, The ","Comedy,Fantasy,Romance,Sci-Fi",9327.0,21682,2.878286135965317
1257,86295,Scream 4 ,"Comedy,Horror,Mystery,Thriller",41446.0,296,2.8783783783783785
1258,267,Major Payne ,Comedy,11008.0,3792,2.878428270042194
1259,2741,No Mercy ,"Action,Crime,Thriller",26789.0,317,2.8785488958990535
1260,626,"Thin Line Between Love and Hate, A ",Comedy,28121.0,631,2.8787638668779714
1261,48877,Saw III ,"Crime,Horror,Thriller",214.0,1490,2.879194630872483
1262,4154,Recess: School's Out ,"Animation,Children",19405.0,333,2.87987987987988
1263,6658,10 ,"Comedy,Romance",9051.0,761,2.8804204993429696
1264,95207,Abraham Lincoln: Vampire Hunter ,"Action,Fantasy,Horror,Thriller",72331.0,364,2.8804945054945055
1265,20,Money Train ,"Action,Comedy,Crime,Drama,Thriller",11517.0,4084,2.8807541625857005
1266,4890,Shallow Hal ,"Comedy,Fantasy,Romance",9889.0,4707,2.882409177820268
1267,7817,Zardoz ,"Fantasy,Sci-Fi",4923.0,432,2.8831018518518516
1268,3287,"Tigger Movie, The ","Animation,Children",15655.0,847,2.883116883116883
