,movieId,title,genres
8897,26521,Racing with the Moon ,Comedy|Drama|Romance
8898,26523,"Silent Night, Deadly Night ",Horror|Thriller
8899,26524,"Times of Harvey Milk, The ",Documentary
8900,26526,Drunken Tai Chi (Siu taai gik) ,Action|Comedy
8901,26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) ,Comedy|Drama
8902,26528,Anne of Green Gables ,Children|Drama
8903,26529,Asterix vs. Caesar (Astérix et la surprise de César) ,Adventure|Animation|Children|Comedy
8904,26530,Barbarian Queen ,Action|Adventure|Fantasy
8905,26532,Beer ,Comedy
8906,26536,Bliss ,Comedy|Drama
8907,26538,Creator ,Comedy|Drama|Romance
8908,26539,Death of a Salesman ,Drama
8909,26540,Demons (Dèmoni) ,Horror
8910,26542,Ewoks: The Battle for Endor ,Adventure|Children|Fantasy|Sci-Fi
8911,26544,Heaven Help Us ,Comedy|Drama
8912,26546,Mr. Vampire (Geung si sin sang) ,Comedy|Fantasy|Horror
8913,26547,Police Story (Ging chaat goo si) ,Action|Comedy|Crime|Thriller
8914,26550,Mishima: A Life in Four Chapters ,Drama
8915,26551,Nine Deaths of the Ninja ,Action
8916,26553,Pelle Svanslös i Amerikatt ,Animation|Children
8917,26554,"Quiet Earth, The ",Drama|Mystery|Sci-Fi
8918,26555,Spies Like Us ,Comedy
8919,26558,"Stuff, The ",Comedy|Horror|Mystery|Sci-Fi
8920,26559,Target ,Action|Drama|Thriller
8921,26560,"Unknown Soldier, The (Tuntematon sotilas) ",Drama|War
8922,26561,Vision Quest ,Drama|Romance
8923,26562,White Nights ,Drama
8924,26564,'Round Midnight ,Drama|Musical
8925,26565,Asterix in Britain (Astérix chez les Bretons) ,Adventure|Animation|Children|Comedy
8926,26566,"Best of Times, The ",Comedy|Drama
8927,26567,Club Paradise ,Comedy
8928,26569,Dead End Drive-In ,Action|Drama|Horror|Sci-Fi|Thriller
8929,26571,Flodder ,Comedy
8930,26574,Ginger and Fred (Ginger e Fred) ,Comedy|Drama
8931,26577,Nobody's Fool ,Comedy|Romance
8932,26578,"Sacrifice, The (Offret - Sacraficatio) ",Drama
8933,26580,"Park Is Mine, The ",Action|Drama|Thriller
8934,26581,Sherman's March ,Documentary
8935,26582,Solarbabies ,Action|Drama|Sci-Fi
8936,26585,"Better Tomorrow, A (Ying hung boon sik) ",Crime|Drama|Thriller
8937,26587,"Decalogue, The (Dekalog) ",Crime|Drama|Romance
8938,26589,Dragons Forever ,Action|Comedy|Romance
8939,26590,G.I. Joe: The Movie ,Action|Adventure|Animation|Children|Fantasy|Sci-Fi
8940,26593,Hell Comes to Frogtown ,Action|Comedy|Sci-Fi
8941,26596,Where Is the Friend's Home? (Where Is My Friend's House?) (Khane-ye doust kodjast?) ,Drama
8942,26597,Leif ,Comedy|Musical
8943,26599,"Law of Desire (Ley del deseo, La) ",Comedy|Drama|Romance
8944,26600,Malone ,Action|Drama|Thriller
8945,26602,Pathfinder (Ofelas) ,Action|Adventure|Drama
8946,26603,Prince of Darkness ,Fantasy|Horror|Sci-Fi|Thriller
8947,26606,"Chinese Ghost Story, A (Sinnui yauwan) ",Action|Fantasy|Horror|Romance
8948,26608,Street Smart ,Crime|Drama
8949,26610,Weeds ,Drama
8950,26611,"Whales of August, The ",Drama
8951,26612,"Better Tomorrow II, A (Ying hung boon sik II) ",Crime|Drama|Thriller
8952,26613,Ashik Kerib ,Drama|Romance
8953,26614,"Bourne Identity, The ",Action|Adventure|Drama|Mystery|Thriller
8954,26615,Cannibal Women in the Avocado Jungle of Death ,Action|Comedy
8955,26616,Cobra Verde ,Adventure|Drama
8956,26617,Comic Book Confidential ,Documentary
8957,26622,Dominick and Eugene ,Drama
8958,26628,Jack's Back ,Crime|Horror|Mystery|Thriller
8959,26629,Killer Klowns from Outer Space ,Comedy|Horror|Sci-Fi
8960,26630,Moonwalker ,Musical
8961,26631,Alice (Neco z Alenky) ,Animation|Fantasy|Mystery
8962,26634,Pascali's Island ,Drama
8963,26638,Prison ,Crime|Drama|Horror|Thriller
8964,26643,Tales from the Gimli Hospital ,Fantasy|Horror
8965,26644,Landscape in the Mist (Topio stin omichli) ,Drama
8966,26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille) ,Comedy
8967,26647,"World Apart, A ",Drama
8968,26649,Lonesome Dove ,Adventure|Drama|Western
8969,26655,Common Threads: Stories from the Quilt ,Documentary
8970,26662,Kiki's Delivery Service (Majo no takkyûbin) ,Adventure|Animation|Children|Drama|Fantasy
8971,26663,Monsieur Hire ,Crime|Romance|Thriller
8972,26664,Moon 44 ,Action|Film-Noir|Sci-Fi|Thriller
8973,26670,Rikyu ,Drama
8974,26672,Speaking Parts ,Drama
8975,26674,Prime Suspect ,Crime|Drama|Mystery|Thriller
8976,26675,Boiling Point (3-4 x jûgatsu) ,Action|Comedy|Crime
8977,26676,Almost an Angel ,Comedy
8978,26677,Black Rainbow ,Thriller
8979,26680,Cry-Baby ,Comedy|Musical|Romance
8980,26681,Bullet in the Head ,Action|Drama|War
8981,26682,Downtown ,Action|Comedy
8982,26684,Frankenhooker ,Comedy|Horror
8983,26685,"Garden, The ",Drama
8984,26686,Ghost Dad ,Comedy|Fantasy
8985,26688,Hard to Kill ,Action|Crime|Drama
8986,26689,Havana ,Drama
8987,26690,Shipwrecked (a.k.a. Haakon Haakonsen) ,Adventure|Children
8988,26691,I Hired a Contract Killer ,Comedy|Drama
8989,26693,It ,Drama|Fantasy|Horror|Mystery|Thriller
8990,26694,Ju Dou ,Drama
8991,26695,"Krays, The ",Drama
8992,26696,Lionheart ,Action
8993,26698,Narrow Margin ,Crime|Thriller
8994,26699,Close-Up (Nema-ye Nazdik) ,Drama
8995,26700,Nuns on the Run ,Comedy|Crime
8996,26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) ,Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller
8997,26702,"Reflecting Skin, The ",Drama|Horror|Thriller
8998,26703,Riff-Raff ,Comedy|Drama
8999,26704,State of Grace ,Crime|Drama|Thriller
9000,26707,Tatie Danielle ,Comedy|Drama
9001,26708,Time to Kill (Tempo di uccidere) ,Drama|War
9002,26710,"Welcome Home, Roxy Carmichael ",Comedy|Drama
9003,26712,35 Up ,Documentary
9004,26713,Days of Being Wild (A Fei jingjyuhn) ,Drama|Romance
9005,26714,Across the Tracks ,Drama
9006,26717,Begotten ,Drama|Horror
9007,26718,Life On A String (Bian chang Bian Zou) ,Adventure|Drama|Fantasy|Musical
9008,26719,Cadence ,Drama
9009,26720,Closet Land ,Drama|Thriller
9010,26723,Delusion ,Crime|Drama|Thriller
9011,26724,Dollman ,Action|Comedy|Crime
9012,26726,Dutch ,Comedy
9013,26728,Guilty by Suspicion ,Drama
9014,26729,Hearts of Darkness: A Filmmakers Apocalypse ,Documentary
9015,26730,High Strung ,Comedy
9016,26731,Homicide ,Crime|Drama|Thriller
9017,26732,Johnny Stecchino ,Comedy
9018,26734,"Kiss Before Dying, A ",Thriller
9019,26736,Riki-Oh: The Story of Ricky (Lik Wong) ,Action|Crime|Thriller
9020,26737,Light Sleeper ,Crime|Drama
9021,26738,"Linguini Incident, The ",Comedy|Crime
9022,26741,Mannequin 2: On the Move ,Comedy|Fantasy|Romance
9023,26743,Only Yesterday (Omohide poro poro) ,Animation|Drama
9024,26744,Once Around ,Drama
9025,26745,Other People's Money ,Comedy|Drama|Romance
9026,26746,Out for Justice ,Action|Crime|Drama|Thriller
9027,26749,Prospero's Books ,Drama|Fantasy
9028,26750,Quigley Down Under ,Adventure|Drama|Western
9029,26751,Rubin and Ed ,Comedy|Drama
9030,26752,Shout ,Drama
9031,26754,"Stationmaster Is on Fire - The Movie, That Is!, The (Stinsen brinner... filmen alltså) ",Comedy|Musical
9032,26755,Stone Cold ,Action|Crime
9033,26756,Strangers in Good Company ,Drama
9034,26757,Surviving Desire ,Comedy|Drama|Romance
9035,26758,All the Mornings of the World (Tous les matins du monde) ,Drama|Romance
9036,26759,Assassin of the Tsar ,Drama
9037,26760,Wild Hearts Can't Be Broken ,Drama|Romance
9038,26761,Prime Suspect 2 ,Crime|Drama|Mystery|Romance|Thriller
9039,26762,Aileen Wuornos: The Selling of a Serial Killer ,Documentary
9040,26763,Barbarian Queen II: The Empress Strikes Back ,Action|Adventure|Fantasy
9041,26764,Captain America ,Action|Fantasy|Sci-Fi|Thriller|War
9042,26765,City Hunter (Sing si lip yan) ,Action|Comedy|Romance
9043,26766,"Oak, The (Balanta) ",Comedy|Drama
9044,26767,Citizen Cohn ,Drama
9045,26769,Crossing the Bridge ,Comedy|Drama
9046,26770,Diggstown ,Drama
9047,26774,Innocent Blood ,Comedy|Horror
9048,26775,Johnny Suede ,Comedy|Musical|Romance
9049,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) ,Adventure|Animation|Comedy|Fantasy|Romance
9050,26777,"Stolen Children (Ladro di bambini, Il) ",Drama
9051,26778,Ladybugs ,Comedy
9052,26782,"Mambo Kings, The ",Drama|Musical
9053,26784,Night and the City ,Crime|Drama
9054,26788,"Story of Qiu Ju, The (Qiu Ju da guan si) ",Comedy|Drama
9055,26791,Shining Through ,Drama|Romance|Thriller|War
9056,26792,Sidekicks ,Action|Adventure|Children|Comedy
9057,26793,Tito and Me (Tito i ja) ,Comedy
9058,26796,"Heart in Winter, A (Un coeur en hiver) ",Drama|Romance
9059,26797,Visions of Light: The Art of Cinematography ,Documentary
9060,26801,Dragon Inn (Sun lung moon hak chan) ,Action
9061,26802,And Life Goes On (a.k.a. Life and Nothing More) (Zendegi va digar hich) ,Drama
9062,26803,House of Angels (Änglagård) ,Comedy|Drama
9063,26804,Return to Lonesome Dove ,Drama|Western
9064,26806,American Ninja 5 ,Action
9065,26809,"Baby of Mâcon, The (a.k.a. The Baby of Macon) ",Drama
9066,26810,Bad Boy Bubby ,Drama
9067,26811,"Bride with White Hair, The (Bai fa mo nu zhuan) ",Action|Fantasy|Romance
9068,26812,Barbarians at the Gate ,Drama
9069,26813,Calendar ,Drama
9070,26814,Cyborg 2: Glass Shadow ,Action|Sci-Fi|Thriller
9071,26815,Deadly Advice,Comedy|Drama
9072,26818,"Legend II, The (Fong Sai Yuk juk jaap) ",Action|Adventure|Comedy
9073,26819,Fortress ,Action|Sci-Fi
9074,26822,"Puppetmaster, The (Xi meng ren sheng) ",Drama
9075,26825,Josh and S.A.M. ,Adventure|Comedy|Drama
9076,26826,Latcho Drom ,Documentary|Musical
9077,26827,Leningrad Cowboys Meet Moses ,Adventure|Comedy
9078,26828,Mr. Nanny ,Action|Children|Comedy
9079,26831,"Night We Never Met, The ",Comedy|Romance
9080,26834,Philadelphia Experiment II ,Action|Adventure|Sci-Fi
9081,26835,"Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom, The ",Comedy|Thriller
9082,26838,"Snapper, The ",Comedy|Drama
9083,26840,Sonatine (Sonachine) ,Action|Comedy|Crime|Drama
9084,26841,Splitting Heirs ,Comedy
9085,26842,Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng) ,Action|Adventure|Comedy|Drama
9086,26843,Three of Hearts ,Comedy|Romance
9087,26849,"Stand, The ",Adventure|Drama|Fantasy|Horror|Sci-Fi
9088,26850,71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls) ,Drama
9089,26851,Naked Killer (Chik loh go yeung) ,Action|Crime|Drama|Thriller
9090,26853,"Dark Angel: Ascent, The ",Horror|Romance
9091,26854,"Darkman II: Return of Durant, The ",Action|Crime|Horror
9092,26856,Embrace of the Vampire ,Horror|Thriller
9093,26858,Felidae ,Animation|Mystery|Thriller
9094,26860,Floundering ,Comedy
9095,26861,Freaked ,Comedy|Sci-Fi
9096,26863,Golden Gate ,Drama
9097,26865,Fist of Legend (Jing wu ying xiong) ,Action|Drama
9098,26868,Lucky Break (a.k.a. Paperback Romance) ,Comedy|Romance
9099,26869,Macross Plus ,Action|Drama|Sci-Fi|War
9100,26870,Major League II ,Comedy
9101,26871,My Father the Hero ,Comedy|Romance
9102,26873,"Take Care of Your Scarf, Tatiana (Pidä huivista kiinni, Tatjana) ",Comedy
9103,26874,Pumpkinhead II: Blood Wings ,Horror|Thriller
9104,26875,"Pure Formality, A (Pura formalità, Una) ",Crime|Film-Noir|Mystery|Thriller
9105,26880,Staggered ,Comedy
9106,26886,"Defender, The (a.k.a. Bodyguard from Beijing, The) (Zhong Nan Hai bao biao) ",Action
9107,26887,"Langoliers, The ",Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller
9108,26889,Blood & Donuts ,Comedy|Horror
9109,26898,"Five, The (Gonin) ",Action|Crime|Drama
9110,26900,"Last Wedding, The (Kivenpyörittäjän kylä) ",Comedy|Drama
9111,26901,Last of the Dogmen ,Adventure|Western
9112,26903,Whisper of the Heart (Mimi wo sumaseba) ,Animation|Drama|Romance
9113,26908,"Passion of Darkly Noon, The ",Drama|Mystery|Thriller
9114,26911,Meltdown (Shu dan long wei) ,Action|Comedy|Crime
9115,26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) ,Action|Animation
9116,26914,Trinity and Beyond ,Documentary
9117,26915,Tromeo and Juliet ,Comedy|Drama
9118,26925,Cannibal! The Musical (a.k.a. Alferd Packer: The Musical) ,Comedy|Horror|Musical|Western
9119,26928,"Summer's Tale, A (Conte d'été) ",Comedy|Drama|Romance
9120,26933,Fetishes ,Documentary
9121,26934,God of Cookery (Sik san) ,Comedy
9122,26937,Jack Frost ,Comedy|Fantasy|Horror
9123,26938,"Hunters, The (Jägarna) ",Crime|Thriller
9124,26939,Drifting Clouds (Kauas pilvet karkaavat) ,Comedy|Drama
9125,26940,"Late Shift, The ",Comedy
9126,26941,"Pretty Village, Pretty Flame (Lepa sela lepo gore) ",Drama|War
9127,26944,My Man (Mon homme) ,Comedy|Drama|Romance
9128,26945,No Way Back ,Action|Crime|Drama|Thriller
9129,26946,No Way Home ,Drama
9130,26947,Pusher ,Crime|Thriller
9131,26948,Robinson Crusoe (Daniel Defoe's Robinson Crusoe) ,Adventure|Drama
9132,26949,Freakin' Beautiful World (Sairaan kaunis maailma) ,Drama
9133,26950,Sgt. Kabukiman N.Y.P.D. ,Action|Comedy|Fantasy
9134,26954,Earth (Tierra) ,Drama|Romance
9135,26958,Emma ,Romance
9136,26962,American Perfekt ,Crime|Drama|Thriller
9137,26964,Bikini Summer III - South Beach Heat ,Comedy
9138,26965,"Boxer, The ",Drama|Thriller
9139,26966,"Brave, The ",Drama
9140,26968,Cremaster 5 ,Drama|Musical
9141,26969,Executive Target ,Action|Adventure|Crime|Thriller
9142,26970,Face ,Crime|Drama|Thriller
9143,26973,Snow White: A Tale of Terror ,Fantasy|Horror
9144,26974,Gummo ,Drama
9145,26975,Commander Hamilton (Hamilton) ,Action|Crime
9146,26976,Chicago Cab (a.k.a. Hellcab) ,Comedy|Drama
9147,26978,Kiss or Kill ,Crime|Drama|Thriller
9148,26980,Destiny (Al-massir) ,Comedy|Drama|Musical|Romance
9149,26981,Mean Guns ,Action|Crime|Thriller
9150,26982,Men with Guns ,Drama
9151,26985,Nirvana ,Action|Sci-Fi
9152,26989,Dance with the Devil (Perdita Durango) ,Action|Crime|Drama|Romance
9153,26990,Photographing Fairies ,Drama|Fantasy|Mystery
9154,26991,Postman Blues ,Action|Comedy|Crime|Drama
9155,26992,Quicksilver Highway ,Horror|Thriller
9156,26994,"Swindle, The (Rien ne va plus) ",Comedy|Crime|Thriller
9157,26996,Safe House ,Thriller
9158,26998,"Sick: The Life & Death of Bob Flanagan, Supermasochist ",Documentary
9159,26999,"Lion King II: Simba's Pride, The ",Adventure|Animation|Children|Musical|Romance
9160,27001,Wishful Thinking ,Comedy
9161,27002,From the Earth to the Moon ,Action|Documentary|Drama|Thriller
9162,27003,Beowulf ,Action|Horror|Sci-Fi
9163,27004,From Dusk Till Dawn 3: The Hangman's Daughter ,Horror|Thriller|Western
9164,27005,"Interview, The ",Crime|Drama|Mystery|Thriller
9165,27006,RKO 281 ,Drama
9166,27008,From Dusk Till Dawn 2: Texas Blood Money ,Comedy|Crime|Horror
9167,27009,"Torrente, el brazo tonto de la ley ",Comedy|Crime
9168,27015,"Bruno (Dress Code, The) ",Comedy|Drama
9169,27016,"Curve, The (Dead Man's Curve) ",Comedy|Drama|Mystery|Romance|Thriller
9170,27018,Fudoh: The New Generation (Gokudô sengokushi: Fudô) ,Action|Crime
9171,27020,Gia ,Drama|Romance
9172,27022,Thursday ,Action|Crime|Thriller
9173,27027,Sophie's World (Sofies verden) ,Adventure|Drama|Fantasy
9174,27031,Wavelength ,Drama
9175,27032,Who Am I? (Wo shi shei) ,Action|Adventure|Comedy|Sci-Fi|Thriller
9176,27033,"Kingdom II, The (Riget II) ",Drama|Horror|Mystery
9177,27036,Merlin ,Action|Adventure|Drama|Fantasy|Romance
9178,27040,Rogue Trader ,Crime|Drama
9179,27044,Breast Men ,Comedy|Drama
9180,27046,"Murder of Crows, A ",Action|Crime|Thriller
9181,27049,Storm of the Century ,Horror|Thriller
9182,27050,Bang Boom Bang - Ein todsicheres Ding ,Action|Comedy
9183,27064,Batman & Mr. Freeze: Subzero ,Action|Animation|Children|Crime
9184,27067,"Pentagon Wars, The ",Comedy|War
9185,27070,"Place Called Chiapas, A ",Documentary
9186,27073,Two Hands ,Comedy|Crime|Thriller
9187,27074,Brave New World ,Sci-Fi
9188,27075,Addams Family Reunion ,Children|Comedy|Fantasy
9189,27077,Thick as Thieves ,Crime|Drama
9190,27078,Set Me Free (Emporte-moi) ,Drama
9191,27081,Claire Dolan ,Drama
9192,27087,The Sinners of Hell ,Drama|Horror
9193,27092,Smashing Pumpkins: Vieuphoria ,Documentary|Musical
9194,27093,"Class Trip, The (La classe de neige) ",Drama|Mystery
9195,27094,Flowers of Shanghai (Hai shang hua) ,Drama
9196,27095,"Hole, The (Dong) ",Drama|Musical
9197,27096,Of Freaks and Men (Pro urodov i lyudey) ,Drama
9198,27103,"Strange Behaviour of Sexually Mature City Slickers at Mating Season, The (Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit) ",Comedy|Romance
9199,27105,Purgatory ,Fantasy|Western
9200,27108,Juha ,Comedy|Drama|Romance
9201,27109,Lady Snowblood (Shurayukihime) ,Action|Crime|Drama|Thriller
9202,27112,"Tough Ones, The (Häjyt) ",Action|Drama
9203,27114,Takedown ,Action|Thriller
9204,27124,Bleeder ,Drama|Thriller
9205,27131,Dil Se ,Drama|Musical|Romance
9206,27132,"Bodyguard, The (Karate Kiba) ",Action|Crime|Drama
9207,27134,Dark Portals: The Chronicles of Vidocq  (Vidocq) ,Action|Crime|Fantasy
9208,27135,Molokai (Molokai: The Story of Father Damien) ,Drama
9209,27136,"Godson, The ",Comedy|Crime
9210,27140,Candyman 3: Day of the Dead ,Horror
9211,27147,"4th Floor, The ",Thriller
9212,27152,Pitkä kuuma kesä ,Comedy|Drama
9213,27155,"Batman/Superman Movie, The ",Action|Adventure|Animation|Children|Fantasy|Sci-Fi
9214,27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) ",Action|Animation|Drama|Fantasy|Sci-Fi
9215,27158,"Life of Aleksis Kivi, The (Aleksis Kiven elämä) ",Drama
9216,27162,He Died With a Felafel in His Hand ,Comedy
9217,27163,Something Is Happening (Kuch Kuch Hota Hai) ,Comedy|Musical|Romance
9218,27164,Document of the Dead ,Documentary|Horror
9219,27166,Venus Beauty Institute (Vénus beauté) ,Comedy|Drama|Romance
9220,27170,Cherry Falls ,Comedy|Horror|Mystery
9221,27171,Freeway II: Confessions of a Trickbaby ,Comedy|Crime|Drama|Thriller
9222,27172,Joseph and the Amazing Technicolor Dreamcoat ,Musical
9223,27176,Style Wars ,Documentary
9224,27178,In July (Im Juli) ,Comedy|Romance
9225,27180,Joan of Arc ,Adventure|Drama
9226,27186,Kirikou and the Sorceress (Kirikou et la sorcière) ,Adventure|Animation|Children|Fantasy
9227,27189,After the Rain (Ame agaru) ,Action|Drama
9228,27192,"Prophecy 3: The Ascent, The ",Horror|Thriller
9229,27193,Taxi 2 ,Action|Comedy
9230,27197,Pups ,Crime|Drama|Thriller
9231,27198,Peculiarities of the National Fishing (Osobennosti natsionalnoy rybalki) ,Comedy
9232,27204,Cut ,Comedy|Horror|Mystery|Thriller
9233,27205,Kadosh ,Drama
9234,27212,Essex Boys ,Crime|Thriller
9235,27213,Picking Up the Pieces ,Comedy|Fantasy
9236,27215,Badding ,Comedy|Drama|Musical
9237,27216,Katsastus ,Comedy|Drama
9238,27217,Radiohead: Meeting People Is Easy ,Documentary
9239,27220,Cruel Intentions 2 (Cruel Intentions 2: Manchester Prep) ,Comedy|Drama
9240,27221,Adrenaline Drive (Adorenarin doraibu) ,Comedy
9241,27223,"Humanité, L' ",Crime|Drama
9242,27232,Beautiful Joe ,Comedy|Drama|Romance
9243,27234,"Underground Comedy Movie, The  ",Comedy
9244,27235,"Shrink Is In, The ",Comedy|Romance
9245,27236,Charisma (Karisuma) ,Drama
9246,27238,Guest House Paradiso ,Comedy|Thriller
9247,27239,Swimming ,Drama
9248,27246,If These Walls Could Talk 2 ,Drama|Romance
9249,27249,"Trumpet of the Swan, The ",Animation|Drama|Musical
9250,27251,"10th Kingdom, The ",Adventure|Comedy|Fantasy
9251,27253,"Extremely Goofy Movie, An ",Animation|Children|Comedy
9252,27255,"Wind Will Carry Us, The (Bad ma ra khahad bord) ",Drama
9253,27261,Water Drops on Burning Rocks ,Drama
9254,27263,"Tracker, The ",Drama
9255,27266,2046 ,Drama|Fantasy|Romance|Sci-Fi
9256,27268,Bruiser ,Horror|Thriller
9257,27271,Taboo (Gohatto) ,Drama
9258,27273,Crane World (Mundo grúa) ,Comedy|Drama
9259,27274,Cremaster 2 ,Drama
9260,27276,Running Out of Time (Am zin) ,Action|Crime|Drama|Thriller
9261,27277,"Wog Boy, The ",Comedy
9262,27291,Century of the Dragon (Long zai bian yuan) ,Crime|Thriller
9263,27292,Chasing Sleep ,Horror|Thriller
9264,27293,"Stepdaughter, The ",Horror|Thriller
9265,27297,Possible Worlds ,Crime|Drama|Mystery|Sci-Fi
9266,27298,"Nameless, The (Los sin nombre) ",Drama|Horror|Mystery
9267,27302,"Debt, The (Dlug) ",Crime|Drama|Thriller
9268,27304,Female Prisoner #701: Scorpion (Joshuu 701-gô: Sasori) ,Crime|Drama|Thriller
9269,27305,Female Convict Scorpion: Jailhouse 41 (Joshuu sasori: Dai-41 zakkyo-bô) ,Crime|Drama|Thriller
9270,27306,Bartleby ,Comedy|Drama
9271,27307,Night of the Day of the Dawn of the Son of the Bride of the Return of the Terror ,Comedy|Horror
9272,27309,Restless (Levottomat) ,Drama|Romance
9273,27310,Shiner ,Crime|Drama|Thriller
9274,27311,Batman Beyond: Return of the Joker ,Action|Animation|Crime|Sci-Fi|Thriller
9275,27313,Roberto Succo ,Crime|Drama
9276,27315,Suzhou River (Suzhou he) ,Drama|Romance
9277,27316,6ixtynin9 (Ruang Talok 69) ,Action|Comedy|Thriller
9278,27317,Audition (Ôdishon) ,Drama|Horror|Mystery|Romance|Thriller
9279,27320,"Nine Lives of Tomas Katz, The ",Comedy|Drama|Fantasy
9280,27321,For Love or Country: The Arturo Sandoval Story ,Drama|Musical
9281,27322,Paragraph 175 ,Documentary
9282,27326,Devdas ,Musical|Romance
9283,27327,Mimic 2 ,Horror|Sci-Fi|Thriller
9284,27328,Monday ,Action|Comedy|Crime|Fantasy|Thriller
9285,27329,Paradise Lost 2: Revelations ,Documentary
9286,27332,Dark Prince: The True Story of Dracula ,Drama|Horror|Thriller
9287,27334,Sound and Fury ,Documentary
9288,27338,"Hole, The ",Crime|Drama|Horror|Mystery|Thriller
9289,27340,"Sleeping Dictionary, The ",Drama|Romance
9290,27343,When Strangers Appear ,Action|Mystery|Thriller
9291,27344,Revolutionary Girl Utena: Adolescence of Utena (a.k.a. Revolutionary Girl Utena the Movie) (Shoujo kakumei Utena: Adolescence mokushiroku) ,Action|Adventure|Animation|Comedy|Drama|Fantasy|Romance
9292,27345,Speaking of Sex ,Comedy|Romance
9293,27347,Good Advice ,Comedy|Romance
9294,27348,Needing You... (Goo naam gwa neui) ,Comedy|Romance
9295,27350,"Mists of Avalon, The ",Drama|Fantasy
9296,27351,Spiral ,Horror
9297,27356,Big Animal (Duze zwierze) ,Comedy|Drama
9298,27357,Old Men in New Cars (Gamle mænd i nye biler) ,Action|Comedy
9299,27359,Purely Belter ,Adventure|Comedy|Drama
9300,27360,"Quickie, The ",Crime|Drama
9301,27362,"Sometimes Happiness, Sometimes Sorrow (Kabhi Khushi Kabhie Gham) ",Drama|Musical|Romance
9302,27365,"River, The (Joki) ",Drama
9303,27366,Werckmeister Harmonies (Werckmeister harmóniák) ,Drama
9304,27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) ,Adventure|Comedy|Fantasy
9305,27369,Daria: Is It Fall Yet? ,Animation|Comedy
9306,27370,Late Night Shopping ,Comedy
9307,27372,Uprising ,Drama
9308,27373,61* ,Drama
9309,27376,"Tunnel, The (Tunnel, Der) ",Action|Drama|Thriller
9310,27378,Long Time Dead ,Horror|Thriller
9311,27382,Idle Mist (Vana Espuma) ,Crime|Horror|Mystery|Sci-Fi
9312,27391,"Laramie Project, The ",Crime|Drama
9313,27392,Run Ronnie Run ,Comedy
9314,27395,Gojoe: Spirit War Chronicle (Gojo reisenki: Gojoe) ,Drama
9315,27396,"Gentleman's Game, A ",Drama
9316,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) ,Crime|Drama|Mystery|Thriller|War
9317,27402,Dagon ,Fantasy|Horror|Mystery|Thriller
9318,27408,Ripley's Game ,Drama|Thriller
9319,27410,Conspiracy ,Drama|War
9320,27411,Freeze Me ,Drama|Thriller
9321,27416,Jalla! Jalla! ,Comedy|Drama|Romance
9322,27420,Teknolust ,Comedy|Drama|Romance|Sci-Fi
9323,27423,"O Auto da Compadecida (Dog's Will, A) ",Adventure|Comedy
9324,27426,"Accidental Spy, The (Dak miu mai shing) ",Action|Comedy|Thriller
9325,27431,"Adversary, The (L'adversaire) ",Crime|Drama|Mystery|Thriller
9326,27432,"Beautiful Country, The ",Drama
9327,27434,Darkness ,Horror|Mystery
9328,27436,Mockingbird Don't Sing ,Drama
9329,27441,Blood: The Last Vampire ,Action|Animation|Horror
9330,27444,Vacuuming Completely Nude in Paradise ,Comedy|Drama
9331,27445,Avenging Angelo ,Action|Comedy|Crime
9332,27447,Southern Comfort ,Documentary
9333,27449,Berlin Is in Germany ,Drama
9334,27450,Blueberry ,Adventure|Western
9335,27451,Electric Dragon 80.000 V ,Drama|Fantasy|Sci-Fi
9336,27454,"Nugget, The ",Comedy
9337,27455,"Godzilla, Mothra, and King Ghidorah: Giant Monsters All-Out Attack (Gojira, Mosura, Kingu Gidorâ: Daikaijû sôkôgeki) (Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack) ",Action|Fantasy|Sci-Fi
9338,27456,Shackleton's Antarctic Adventure ,Documentary|IMAX
9339,27457,"Barber, The ",Crime|Horror|Mystery|Thriller
9340,27458,Dirty Deeds ,Action|Comedy|Crime
9341,27459,Miranda ,Romance|Thriller
9342,27461,My Little Eye ,Horror|Mystery|Thriller
9343,27467,Kung Phooey! ,Comedy
9344,27468,Stranded ,Drama|Sci-Fi
9345,27469,Millennium Mambo (Qian xi man po) ,Drama|Romance
9346,27472,Martin & Orloff ,Comedy
9347,27473,American Psycho II: All American Girl ,Comedy|Crime|Horror|Mystery|Thriller
9348,27474,Double Vision (Shuang tong) ,Horror|Mystery|Thriller
